department,character count,syllable count,lexicon count,sentence count,polysyllable count,difficult words,average letter per word,average sentence lenght,average sentence per word,average syllables per word,smog index,automated readability index,coleman liau index,dale chall readability score,flesch kincaid grade,flesch reading ease,gunning fog index,linsear write formula,text standard
oxford_humanities__text.txt,47422,14396.4,7368,290,1024,1715,6.44,25.0,0.04,2.0,13.0,21.6,20.37,8.55,17.8,12.26,12.0,20.0,19th and 20th grade
